00:00:00,11
00:05:00,3
00:10:00,6
00:15:00,7
00:20:00,3
00:25:00,10
00:30:00,6
00:35:00,5
00:40:00,3
00:45:00,6
00:50:00,8
00:55:00,4



















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































